,forecast
2025-10-22 07:35:00,23775.29500386119
2025-10-22 07:40:00,23775.751996219158
2025-10-22 07:45:00,23776.185632169247
2025-10-22 07:50:00,23776.595030337572
2025-10-22 07:55:00,23776.983716219664
2025-10-22 08:00:00,23777.35124912858
2025-10-22 08:05:00,23777.699391812086
2025-10-22 08:10:00,23778.029025644064
2025-10-22 08:15:00,23778.341472685337
2025-10-22 08:20:00,23778.637614309788
2025-10-22 08:25:00,23778.917450517416
2025-10-22 08:30:00,23779.182303369045
2025-10-22 08:35:00,23779.43393561244
2025-10-22 08:40:00,23779.67146587372
2025-10-22 08:45:00,23779.897097587585
2025-10-22 08:50:00,23780.1103900671
2025-10-22 08:55:00,23780.312224686146
2025-10-22 09:00:00,23780.504364192486
2025-10-22 09:05:00,23780.685045838356
2025-10-22 09:10:00,23780.857354432344
2025-10-22 09:15:00,23781.019086539745
2025-10-22 09:20:00,23781.173767656088
2025-10-22 09:25:00,23781.319635033607
2025-10-22 09:30:00,23781.457570046186
2025-10-22 09:35:00,23781.588013380766
2025-10-22 09:40:00,23781.711846411228
2025-10-22 09:45:00,23781.829509824514
2025-10-22 09:50:00,23781.940562933683
2025-10-22 09:55:00,23782.045446425676
2025-10-22 10:00:00,23782.144600987434
2025-10-22 10:05:00,23782.23890799284
2025-10-22 10:10:00,23782.328367441893
2025-10-22 10:15:00,23782.412979334593
2025-10-22 10:20:00,23782.49318435788
2025-10-22 10:25:00,23782.568541824818
2025-10-22 10:30:00,23782.640814483166
2025-10-22 10:35:00,23782.708680272102
2025-10-22 10:40:00,23782.77302056551
2025-10-22 10:45:00,23782.83427605033
2025-10-22 10:50:00,23782.89200603962
2025-10-22 10:55:00,23782.94621053338
2025-10-22 11:00:00,23782.998652279377
2025-10-22 11:05:00,23783.047568529844
2025-10-22 11:10:00,23783.093840658665
2025-10-22 11:15:00,23783.13790935278
2025-10-22 11:20:00,23783.179333925247
2025-10-22 11:25:00,23783.21899574995
2025-10-22 11:30:00,23783.256013453007
2025-10-22 11:35:00,23783.29170909524
2025-10-22 11:40:00,23783.324760615826
2025-10-22 11:45:00,23783.35693076253
2025-10-22 11:50:00,23783.38733816147
2025-10-22 11:55:00,23783.415542125702
2025-10-22 12:00:00,23783.442424029112
2025-10-22 12:05:00,23783.4679838717
2025-10-22 12:10:00,23783.49222165346
2025-10-22 12:15:00,23783.51469668746
2025-10-22 12:20:00,23783.536731034517
2025-10-22 12:25:00,23783.55744332075
2025-10-22 12:30:00,23783.57683354616
2025-10-22 12:35:00,23783.59534239769
2025-10-22 12:40:00,23783.612529188395
2025-10-22 12:45:00,23783.629275292158
2025-10-22 12:50:00,23783.6446993351
2025-10-22 12:55:00,23783.659682691097
2025-10-22 13:00:00,23783.673343986273
2025-10-22 13:05:00,23783.686564594507
2025-10-22 13:10:00,23783.6993445158
2025-10-22 13:15:00,23783.71124306321
2025-10-22 13:20:00,23783.72226023674
2025-10-22 13:25:00,23783.73327741027
2025-10-22 13:30:00,23783.743413209915
2025-10-22 13:35:00,23783.75310832262
2025-10-22 13:40:00,23783.761922061443
2025-10-22 13:45:00,23783.770735800266
2025-10-22 13:50:00,23783.778227478266
2025-10-22 13:55:00,23783.786600530148
2025-10-22 14:00:00,23783.793210834265
2025-10-22 14:05:00,23783.800702512264
2025-10-22 14:10:00,23783.80687212944
2025-10-22 14:15:00,23783.813482433558
2025-10-22 14:20:00,23783.81832998991
2025-10-22 14:25:00,23783.824499607086
2025-10-22 14:30:00,23783.83022853732
2025-10-22 14:35:00,23783.834635406733
2025-10-22 14:40:00,23783.839482963085
2025-10-22 14:45:00,23783.844330519438
2025-10-22 14:50:00,23783.847856014967
2025-10-22 14:55:00,23783.85270357132
2025-10-22 15:00:00,23783.85622906685
2025-10-22 15:05:00,23783.859313875437
2025-10-22 15:10:00,23783.863280057907
2025-10-22 15:15:00,23783.866364866495
2025-10-22 15:20:00,23783.869890362024
2025-10-22 15:25:00,23783.87209379673
2025-10-22 15:30:00,23783.874737918377
2025-10-22 15:35:00,23783.877382040024
2025-10-22 15:40:00,23783.88002616167
2025-10-22 15:45:00,23783.882229596376
2025-10-22 15:50:00,23783.884433031082
2025-10-22 15:55:00,23783.886636465788
2025-10-22 16:00:00,23783.888399213552
2025-10-22 16:05:00,23783.89060264826
2025-10-22 16:10:00,23783.89192470908
2025-10-22 16:15:00,23783.893687456846
2025-10-22 16:20:00,23783.89545020461
2025-10-22 16:25:00,23783.896772265434
2025-10-22 16:30:00,23783.898094326258
2025-10-22 16:35:00,23783.89941638708
2025-10-22 16:40:00,23783.901179134846
2025-10-22 16:45:00,23783.90250119567
2025-10-22 16:50:00,23783.903823256493
2025-10-22 16:55:00,23783.904704630375
2025-10-22 17:00:00,23783.905586004257
2025-10-22 17:05:00,23783.90646737814
2025-10-22 17:10:00,23783.90734875202
2025-10-22 17:15:00,23783.908670812845
2025-10-22 17:20:00,23783.909111499786
2025-10-22 17:25:00,23783.91043356061
2025-10-22 17:30:00,23783.91043356061
2025-10-22 17:35:00,23783.91087424755
2025-10-22 17:40:00,23783.911755621433
2025-10-22 17:45:00,23783.912196308374
2025-10-22 17:50:00,23783.913077682257
2025-10-22 17:55:00,23783.91395905614
2025-10-22 18:00:00,23783.91484043002
2025-10-22 18:05:00,23783.91484043002
2025-10-22 18:10:00,23783.915281116962
2025-10-22 18:15:00,23783.916162490845
2025-10-22 18:20:00,23783.916603177786
2025-10-22 18:25:00,23783.916603177786
2025-10-22 18:30:00,23783.916603177786
2025-10-22 18:35:00,23783.917484551668
2025-10-22 18:40:00,23783.917484551668
2025-10-22 18:45:00,23783.91792523861
2025-10-22 18:50:00,23783.91836592555
2025-10-22 18:55:00,23783.91880661249
2025-10-22 19:00:00,23783.91880661249
2025-10-22 19:05:00,23783.91880661249
2025-10-22 19:10:00,23783.919687986374
2025-10-22 19:15:00,23783.919687986374
2025-10-22 19:20:00,23783.920128673315
2025-10-22 19:25:00,23783.920128673315
2025-10-22 19:30:00,23783.920128673315
2025-10-22 19:35:00,23783.920128673315
2025-10-22 19:40:00,23783.920128673315
2025-10-22 19:45:00,23783.920128673315
2025-10-22 19:50:00,23783.920569360256
2025-10-22 19:55:00,23783.920569360256
2025-10-22 20:00:00,23783.920569360256
2025-10-22 20:05:00,23783.920569360256
2025-10-22 20:10:00,23783.92145073414
2025-10-22 20:15:00,23783.92145073414
2025-10-22 20:20:00,23783.92145073414
2025-10-22 20:25:00,23783.92145073414
2025-10-22 20:30:00,23783.92145073414
2025-10-22 20:35:00,23783.92145073414
2025-10-22 20:40:00,23783.92145073414
2025-10-22 20:45:00,23783.92145073414
2025-10-22 20:50:00,23783.92189142108
2025-10-22 20:55:00,23783.92189142108
2025-10-22 21:00:00,23783.92189142108
2025-10-22 21:05:00,23783.92233210802
2025-10-22 21:10:00,23783.92189142108
2025-10-22 21:15:00,23783.92233210802
2025-10-22 21:20:00,23783.92233210802
2025-10-22 21:25:00,23783.92233210802
2025-10-22 21:30:00,23783.922772794962
2025-10-22 21:35:00,23783.922772794962
2025-10-22 21:40:00,23783.922772794962
2025-10-22 21:45:00,23783.922772794962
2025-10-22 21:50:00,23783.922772794962
2025-10-22 21:55:00,23783.922772794962
2025-10-22 22:00:00,23783.922772794962
2025-10-22 22:05:00,23783.922772794962
2025-10-22 22:10:00,23783.922772794962
2025-10-22 22:15:00,23783.922772794962
2025-10-22 22:20:00,23783.922772794962
2025-10-22 22:25:00,23783.922772794962
2025-10-22 22:30:00,23783.922772794962
2025-10-22 22:35:00,23783.922772794962
2025-10-22 22:40:00,23783.922772794962
2025-10-22 22:45:00,23783.922772794962
2025-10-22 22:50:00,23783.922772794962
2025-10-22 22:55:00,23783.923213481903
2025-10-22 23:00:00,23783.923213481903
2025-10-22 23:05:00,23783.923213481903
2025-10-22 23:10:00,23783.923213481903
2025-10-22 23:15:00,23783.923213481903
2025-10-22 23:20:00,23783.923213481903
2025-10-22 23:25:00,23783.923213481903
2025-10-22 23:30:00,23783.923213481903
2025-10-22 23:35:00,23783.923213481903
2025-10-22 23:40:00,23783.923213481903
2025-10-22 23:45:00,23783.923213481903
2025-10-22 23:50:00,23783.923213481903
2025-10-22 23:55:00,23783.923213481903
2025-10-23 00:00:00,23783.923213481903
