fecha,real,prediccion,residuos,res_smooth,umbral_MW,anomalia
2025-09-11 01:50:00,23757.0,23854.907171726227,-97.9071717262268,-97.9071717262268,418.1429370543282,0
2025-09-11 01:55:00,23766.0,23748.423278570175,17.57672142982483,17.57672142982483,419.53427074417925,0
2025-09-11 02:00:00,23692.0,23675.78592634201,16.214073657989502,16.214073657989502,418.79927101684075,0
2025-09-11 02:05:00,23563.0,23582.69775533676,-19.697755336761475,-19.697755336761475,317.14117728782657,0
2025-09-11 02:10:00,23396.0,23477.68842625618,-81.68842625617981,-81.68842625617981,298.91789986959833,0
2025-09-11 02:15:00,23317.0,23351.507289886475,-34.50728988647461,-34.50728988647461,256.8495256466787,0
2025-09-11 02:20:00,23301.0,23234.255820274353,66.74417972564697,66.74417972564697,255.12172058959484,0
2025-09-11 02:25:00,23322.0,23179.068019390106,142.9319806098938,142.9319806098938,373.53097569861376,0
2025-09-11 02:30:00,23100.0,23182.380493164062,-82.3804931640625,-82.3804931640625,289.65470810456344,0
2025-09-11 02:35:00,22977.0,23111.75376200676,-134.75376200675964,-134.75376200675964,380.2387784364441,0
2025-09-11 02:40:00,23004.0,22999.22904419899,4.770955801010132,4.770955801010132,292.6958432294072,0
2025-09-11 02:45:00,23061.0,22939.06601524353,121.93398475646973,121.93398475646973,378.1180166841019,0
2025-09-11 02:50:00,23089.0,22933.390980243683,155.60901975631714,155.60901975631714,377.0627966992284,0
2025-09-11 02:55:00,23131.0,22967.610642910004,163.38935708999634,163.38935708999634,385.36598150895844,0
2025-09-11 03:00:00,22909.0,23016.941735982895,-107.9417359828949,-107.9417359828949,388.2334034893796,0
2025-09-11 03:05:00,22934.0,22931.087075710297,2.912924289703369,2.912924289703369,392.44290097876956,0
2025-09-11 03:10:00,22914.0,22860.083149433136,53.916850566864014,53.916850566864014,384.6938828755674,0
2025-09-11 03:15:00,22793.0,22822.154265642166,-29.154265642166138,-29.154265642166138,377.1294430544195,0
2025-09-11 03:20:00,22789.0,22787.429503679276,1.5704963207244873,1.5704963207244873,298.3865994877538,0
2025-09-11 03:25:00,22856.0,22763.772933721542,92.22706627845764,92.22706627845764,297.04057962621226,0
2025-09-11 03:30:00,22729.0,22781.30558204651,-52.30558204650879,-52.30558204650879,301.6333550746808,0
2025-09-11 03:35:00,22747.0,22739.527352809906,7.472647190093994,7.472647190093994,301.2661089025305,0
2025-09-11 03:40:00,22543.0,22712.646294116974,-169.64629411697388,-169.64629411697388,301.30778595378865,0
2025-09-11 03:45:00,22739.0,22619.044877052307,119.95512294769287,119.95512294769287,313.27673952900807,0
2025-09-11 03:50:00,22691.0,22626.160259723663,64.83974027633667,64.83974027633667,318.0369297734605,0
2025-09-11 03:55:00,22580.0,22643.637510061264,-63.63751006126404,-63.63751006126404,316.7182442259485,0
2025-09-11 04:00:00,22547.0,22613.894493579865,-66.8944935798645,-66.8944935798645,318.2017588783244,0
2025-09-11 04:05:00,22399.0,22571.668192386627,-172.6681923866272,-172.6681923866272,315.7910348806262,0
2025-09-11 04:10:00,22378.0,22491.33622264862,-113.3362226486206,-113.3362226486206,326.9660263607794,0
2025-09-11 04:15:00,22423.0,22432.927191734314,-9.927191734313965,-9.927191734313965,305.5220588435266,0
2025-09-11 04:20:00,22405.0,22427.62364912033,-22.62364912033081,-22.62364912033081,304.92876396569494,0
2025-09-11 04:25:00,22577.0,22430.11329984665,146.88670015335083,146.88670015335083,301.9255384033997,0
2025-09-11 04:30:00,22523.0,22503.574289798737,19.425710201263428,19.425710201263428,297.6013282461096,0
2025-09-11 04:35:00,22544.0,22521.619369506836,22.380630493164062,22.380630493164062,288.80367382021427,0
2025-09-11 04:40:00,22511.0,22530.615025043488,-19.61502504348755,-19.61502504348755,283.06578795841483,0
2025-09-11 04:45:00,22625.0,22523.668280363083,101.33171963691711,101.33171963691711,282.37874886289626,0
2025-09-11 04:50:00,22546.0,22585.884293556213,-39.88429355621338,-39.88429355621338,286.631588603071,0
2025-09-11 04:55:00,22456.0,22601.53911304474,-145.53911304473877,-145.53911304473877,282.57781068928085,0
2025-09-11 05:00:00,22342.0,22552.68949365616,-210.68949365615845,-210.68949365615845,292.83761800362294,0
2025-09-11 05:05:00,22689.0,22474.022722244263,214.9772777557373,214.9772777557373,312.2642863695493,0
2025-09-11 05:10:00,22575.0,22555.010506391525,19.98949360847473,19.98949360847473,333.1456820822266,0
2025-09-11 05:15:00,22634.0,22594.62414073944,39.37585926055908,39.37585926055908,330.5022193312195,0
2025-09-11 05:20:00,22504.0,22639.340092658997,-135.34009265899658,-135.34009265899658,330.5073238603912,0
2025-09-11 05:25:00,22514.0,22623.78059029579,-109.78059029579163,-109.78059029579163,336.43305963461336,0
2025-09-11 05:30:00,22638.0,22616.411843299866,21.588156700134277,21.588156700134277,331.6982592596338,0
2025-09-11 05:35:00,22670.0,22681.338284492493,-11.338284492492676,-11.338284492492676,329.70705978168587,0
2025-09-11 05:40:00,22740.0,22763.36966896057,-23.36966896057129,-23.36966896057129,322.44803972367004,0
2025-09-11 05:45:00,22985.0,22857.148685455322,127.85131454467773,127.85131454467773,322.5941223544642,0
2025-09-11 05:50:00,22990.0,23059.102048397064,-69.10204839706421,-69.10204839706421,323.25457525553173,0
2025-09-11 05:55:00,23217.0,23200.22108912468,16.778910875320435,16.778910875320435,313.37035452911266,0
2025-09-11 06:00:00,23177.0,23352.07104587555,-175.07104587554932,-175.07104587554932,299.70108792871974,0
2025-09-11 06:05:00,23974.0,23473.975131750107,500.0248682498932,500.0248682498932,307.5565571871919,1
2025-09-11 06:10:00,24117.0,23838.08899450302,278.91100549697876,278.91100549697876,266.449534402601,1
2025-09-11 06:15:00,24368.0,24150.354414463043,217.6455855369568,217.6455855369568,266.449534402601,0
2025-09-11 06:20:00,24296.0,24446.7743806839,-150.77438068389893,-150.77438068389893,311.06420040416356,0
2025-09-11 06:25:00,24435.0,24579.28310775757,-144.28310775756836,-144.28310775756836,455.11705262114384,0
2025-09-11 06:30:00,24650.0,24678.582370758057,-28.58237075805664,-28.58237075805664,459.42342955258914,0
2025-09-11 06:35:00,24962.0,24854.774040222168,107.22595977783203,107.22595977783203,458.8271642650283,0
2025-09-11 06:40:00,25172.0,25109.585229873657,62.41477012634277,62.41477012634277,462.1637209961352,0
2025-09-11 06:45:00,25368.0,25362.415126800537,5.584873199462891,5.584873199462891,453.5439690602666,0
2025-09-11 06:50:00,25328.0,25599.930738925934,-271.93073892593384,-271.93073892593384,344.9203668437551,0
2025-09-11 06:55:00,25765.0,25708.20121717453,56.79878282546997,56.79878282546997,471.4256429390825,0
2025-09-11 07:00:00,26039.0,25914.89110803604,124.10889196395874,124.10889196395874,471.2239716907079,0
2025-09-11 07:05:00,26494.0,26240.179943084717,253.8200569152832,253.8200569152832,474.04425383592866,0
