fecha,pred_lstm
2025-10-20 06:55:00,21839.587417125702
2025-10-20 07:00:00,21839.591006994247
2025-10-20 07:05:00,21839.59399855137
2025-10-20 07:10:00,21839.595195174217
2025-10-20 07:15:00,21839.595992922783
2025-10-20 07:20:00,21839.595992922783
2025-10-20 07:25:00,21839.594995737076
2025-10-20 07:30:00,21839.593599677086
2025-10-20 07:35:00,21839.591804742813
2025-10-20 07:40:00,21839.590408682823
2025-10-20 07:45:00,21839.588813185692
2025-10-20 07:50:00,21839.587417125702
2025-10-20 07:55:00,21839.585422754288
2025-10-20 08:00:00,21839.584026694298
2025-10-20 08:05:00,21839.58283007145
2025-10-20 08:10:00,21839.5816334486
2025-10-20 08:15:00,21839.581234574318
2025-10-20 08:20:00,21839.580636262894
2025-10-20 08:25:00,21839.580436825752
2025-10-20 08:30:00,21839.58023738861
2025-10-20 08:35:00,21839.58023738861
2025-10-20 08:40:00,21839.58023738861
2025-10-20 08:45:00,21839.580636262894
2025-10-20 08:50:00,21839.580636262894
2025-10-20 08:55:00,21839.580835700035
2025-10-20 09:00:00,21839.581035137177
2025-10-20 09:05:00,21839.581234574318
2025-10-20 09:10:00,21839.58143401146
2025-10-20 09:15:00,21839.581832885742
2025-10-20 09:20:00,21839.581832885742
2025-10-20 09:25:00,21839.582032322884
2025-10-20 09:30:00,21839.582231760025
2025-10-20 09:35:00,21839.582231760025
2025-10-20 09:40:00,21839.582231760025
2025-10-20 09:45:00,21839.582231760025
2025-10-20 09:50:00,21839.582231760025
2025-10-20 09:55:00,21839.582431197166
2025-10-20 10:00:00,21839.582231760025
2025-10-20 10:05:00,21839.582431197166
2025-10-20 10:10:00,21839.582431197166
2025-10-20 10:15:00,21839.582231760025
2025-10-20 10:20:00,21839.582231760025
2025-10-20 10:25:00,21839.582231760025
2025-10-20 10:30:00,21839.582231760025
2025-10-20 10:35:00,21839.582231760025
2025-10-20 10:40:00,21839.582231760025
2025-10-20 10:45:00,21839.582231760025
2025-10-20 10:50:00,21839.582231760025
2025-10-20 10:55:00,21839.582231760025
2025-10-20 11:00:00,21839.582231760025
2025-10-20 11:05:00,21839.582231760025
2025-10-20 11:10:00,21839.582231760025
2025-10-20 11:15:00,21839.582231760025
2025-10-20 11:20:00,21839.582231760025
2025-10-20 11:25:00,21839.582231760025
2025-10-20 11:30:00,21839.582231760025
2025-10-20 11:35:00,21839.582231760025
2025-10-20 11:40:00,21839.582231760025
2025-10-20 11:45:00,21839.582231760025
2025-10-20 11:50:00,21839.582231760025
2025-10-20 11:55:00,21839.582231760025
2025-10-20 12:00:00,21839.582231760025
2025-10-20 12:05:00,21839.582231760025
2025-10-20 12:10:00,21839.582231760025
2025-10-20 12:15:00,21839.582231760025
2025-10-20 12:20:00,21839.582231760025
2025-10-20 12:25:00,21839.582231760025
2025-10-20 12:30:00,21839.582231760025
2025-10-20 12:35:00,21839.582231760025
2025-10-20 12:40:00,21839.582231760025
2025-10-20 12:45:00,21839.582231760025
2025-10-20 12:50:00,21839.582231760025
2025-10-20 12:55:00,21839.582231760025
2025-10-20 13:00:00,21839.582231760025
2025-10-20 13:05:00,21839.582231760025
2025-10-20 13:10:00,21839.582231760025
2025-10-20 13:15:00,21839.582231760025
2025-10-20 13:20:00,21839.582231760025
2025-10-20 13:25:00,21839.582231760025
2025-10-20 13:30:00,21839.582231760025
2025-10-20 13:35:00,21839.582231760025
2025-10-20 13:40:00,21839.582231760025
2025-10-20 13:45:00,21839.582231760025
2025-10-20 13:50:00,21839.582231760025
2025-10-20 13:55:00,21839.582231760025
2025-10-20 14:00:00,21839.582231760025
2025-10-20 14:05:00,21839.582231760025
2025-10-20 14:10:00,21839.582231760025
2025-10-20 14:15:00,21839.582231760025
2025-10-20 14:20:00,21839.582231760025
2025-10-20 14:25:00,21839.582231760025
2025-10-20 14:30:00,21839.582231760025
2025-10-20 14:35:00,21839.582231760025
2025-10-20 14:40:00,21839.582231760025
2025-10-20 14:45:00,21839.582231760025
2025-10-20 14:50:00,21839.582231760025
2025-10-20 14:55:00,21839.582231760025
2025-10-20 15:00:00,21839.582231760025
2025-10-20 15:05:00,21839.582231760025
2025-10-20 15:10:00,21839.582231760025
2025-10-20 15:15:00,21839.582231760025
2025-10-20 15:20:00,21839.582231760025
2025-10-20 15:25:00,21839.582231760025
2025-10-20 15:30:00,21839.582231760025
2025-10-20 15:35:00,21839.582231760025
2025-10-20 15:40:00,21839.582231760025
2025-10-20 15:45:00,21839.582231760025
2025-10-20 15:50:00,21839.582231760025
2025-10-20 15:55:00,21839.582231760025
2025-10-20 16:00:00,21839.582231760025
2025-10-20 16:05:00,21839.582231760025
2025-10-20 16:10:00,21839.582231760025
2025-10-20 16:15:00,21839.582231760025
2025-10-20 16:20:00,21839.582231760025
2025-10-20 16:25:00,21839.582231760025
2025-10-20 16:30:00,21839.582231760025
2025-10-20 16:35:00,21839.582231760025
2025-10-20 16:40:00,21839.582231760025
2025-10-20 16:45:00,21839.582231760025
2025-10-20 16:50:00,21839.582231760025
2025-10-20 16:55:00,21839.582231760025
2025-10-20 17:00:00,21839.582231760025
2025-10-20 17:05:00,21839.582231760025
2025-10-20 17:10:00,21839.582231760025
2025-10-20 17:15:00,21839.582231760025
2025-10-20 17:20:00,21839.582231760025
2025-10-20 17:25:00,21839.582231760025
2025-10-20 17:30:00,21839.582231760025
2025-10-20 17:35:00,21839.582231760025
2025-10-20 17:40:00,21839.582231760025
2025-10-20 17:45:00,21839.582231760025
2025-10-20 17:50:00,21839.582231760025
2025-10-20 17:55:00,21839.582231760025
2025-10-20 18:00:00,21839.582231760025
2025-10-20 18:05:00,21839.582231760025
2025-10-20 18:10:00,21839.582231760025
2025-10-20 18:15:00,21839.582231760025
2025-10-20 18:20:00,21839.582231760025
2025-10-20 18:25:00,21839.582231760025
2025-10-20 18:30:00,21839.582231760025
2025-10-20 18:35:00,21839.582231760025
2025-10-20 18:40:00,21839.582231760025
2025-10-20 18:45:00,21839.582231760025
2025-10-20 18:50:00,21839.582231760025
2025-10-20 18:55:00,21839.582231760025
2025-10-20 19:00:00,21839.582231760025
2025-10-20 19:05:00,21839.582231760025
2025-10-20 19:10:00,21839.582231760025
2025-10-20 19:15:00,21839.582231760025
2025-10-20 19:20:00,21839.582231760025
2025-10-20 19:25:00,21839.582231760025
2025-10-20 19:30:00,21839.582231760025
2025-10-20 19:35:00,21839.582231760025
2025-10-20 19:40:00,21839.582231760025
2025-10-20 19:45:00,21839.582231760025
2025-10-20 19:50:00,21839.582231760025
2025-10-20 19:55:00,21839.582231760025
2025-10-20 20:00:00,21839.582231760025
2025-10-20 20:05:00,21839.582231760025
2025-10-20 20:10:00,21839.582231760025
2025-10-20 20:15:00,21839.582231760025
2025-10-20 20:20:00,21839.582231760025
2025-10-20 20:25:00,21839.582231760025
2025-10-20 20:30:00,21839.582231760025
2025-10-20 20:35:00,21839.582231760025
2025-10-20 20:40:00,21839.582231760025
2025-10-20 20:45:00,21839.582231760025
2025-10-20 20:50:00,21839.582231760025
2025-10-20 20:55:00,21839.582231760025
2025-10-20 21:00:00,21839.582231760025
2025-10-20 21:05:00,21839.582231760025
2025-10-20 21:10:00,21839.582231760025
2025-10-20 21:15:00,21839.582231760025
2025-10-20 21:20:00,21839.582231760025
2025-10-20 21:25:00,21839.582231760025
2025-10-20 21:30:00,21839.582231760025
2025-10-20 21:35:00,21839.582231760025
2025-10-20 21:40:00,21839.582231760025
2025-10-20 21:45:00,21839.582231760025
2025-10-20 21:50:00,21839.582231760025
2025-10-20 21:55:00,21839.582231760025
2025-10-20 22:00:00,21839.582231760025
2025-10-20 22:05:00,21839.582231760025
2025-10-20 22:10:00,21839.582231760025
2025-10-20 22:15:00,21839.582231760025
2025-10-20 22:20:00,21839.582231760025
2025-10-20 22:25:00,21839.582231760025
2025-10-20 22:30:00,21839.582231760025
2025-10-20 22:35:00,21839.582231760025
2025-10-20 22:40:00,21839.582231760025
2025-10-20 22:45:00,21839.582231760025
2025-10-20 22:50:00,21839.582231760025
2025-10-20 22:55:00,21839.582231760025
2025-10-20 23:00:00,21839.582231760025
2025-10-20 23:05:00,21839.582231760025
2025-10-20 23:10:00,21839.582231760025
2025-10-20 23:15:00,21839.582231760025
2025-10-20 23:20:00,21839.582231760025
2025-10-20 23:25:00,21839.582231760025
2025-10-20 23:30:00,21839.582231760025
2025-10-20 23:35:00,21839.582231760025
2025-10-20 23:40:00,21839.582231760025
2025-10-20 23:45:00,21839.582231760025
2025-10-20 23:50:00,21839.582231760025
2025-10-20 23:55:00,21839.582231760025
2025-10-21 00:00:00,21839.582231760025
