fecha,real,referencia,residuo,umbral_MW,anomalia
2025-10-20 07:05:00,25345.0,24567.0,778.0,380.175,1
2025-10-20 07:10:00,25814.0,25345.0,469.0,387.21,1
2025-10-20 07:15:00,26044.0,25814.0,230.0,390.65999999999997,0
2025-10-20 07:20:00,26493.0,26044.0,449.0,397.395,1
2025-10-20 07:25:00,26670.0,26493.0,177.0,400.05,0
2025-10-20 07:30:00,26751.0,26670.0,81.0,401.265,0
2025-10-20 07:35:00,27228.0,26751.0,477.0,408.41999999999996,1
2025-10-20 07:40:00,27450.0,27228.0,222.0,411.75,0
2025-10-20 07:45:00,27481.0,27450.0,31.0,412.215,0
2025-10-20 07:50:00,27696.0,27481.0,215.0,415.44,0
2025-10-20 07:55:00,27933.0,27696.0,237.0,418.995,0
2025-10-20 08:00:00,28085.0,27933.0,152.0,421.275,0
2025-10-20 08:05:00,28641.0,28085.0,556.0,429.615,1
2025-10-20 08:10:00,28649.0,28641.0,8.0,429.73499999999996,0
2025-10-20 08:15:00,28727.0,28649.0,78.0,430.905,0
2025-10-20 08:20:00,28644.0,28727.0,-83.0,429.65999999999997,0
2025-10-20 08:25:00,28548.0,28644.0,-96.0,428.21999999999997,0
2025-10-20 08:30:00,28530.0,28548.0,-18.0,427.95,0
2025-10-20 08:35:00,28490.0,28530.0,-40.0,427.34999999999997,0
2025-10-20 08:40:00,28773.0,28490.0,283.0,431.59499999999997,0
2025-10-20 08:45:00,28501.0,28773.0,-272.0,427.515,0
2025-10-20 08:50:00,28561.0,28501.0,60.0,428.41499999999996,0
2025-10-20 08:55:00,28559.0,28561.0,-2.0,428.385,0
2025-10-20 09:00:00,28367.0,28559.0,-192.0,425.505,0
2025-10-20 09:05:00,28566.0,28367.0,199.0,428.49,0
2025-10-20 09:10:00,28681.0,28566.0,115.0,430.215,0
2025-10-20 09:15:00,28640.0,28681.0,-41.0,429.59999999999997,0
2025-10-20 09:20:00,28744.0,28640.0,104.0,431.15999999999997,0
2025-10-20 09:25:00,28736.0,28744.0,-8.0,431.03999999999996,0
2025-10-20 09:30:00,28836.0,28736.0,100.0,432.53999999999996,0
