,forecast
2025-10-15 17:55:00,25408.206451416016
2025-10-15 18:00:00,25408.102172851562
2025-10-15 18:05:00,25408.102172851562
2025-10-15 18:10:00,25407.893615722656
2025-10-15 18:15:00,25407.789337158203
2025-10-15 18:20:00,25407.99789428711
2025-10-15 18:25:00,25407.99789428711
2025-10-15 18:30:00,25408.102172851562
2025-10-15 18:35:00,25408.102172851562
2025-10-15 18:40:00,25407.99789428711
2025-10-15 18:45:00,25407.99789428711
2025-10-15 18:50:00,25407.99789428711
2025-10-15 18:55:00,25407.99789428711
2025-10-15 19:00:00,25407.99789428711
2025-10-15 19:05:00,25407.99789428711
2025-10-15 19:10:00,25407.893615722656
2025-10-15 19:15:00,25407.789337158203
2025-10-15 19:20:00,25407.789337158203
2025-10-15 19:25:00,25407.893615722656
2025-10-15 19:30:00,25407.893615722656
2025-10-15 19:35:00,25407.789337158203
2025-10-15 19:40:00,25407.893615722656
2025-10-15 19:45:00,25407.893615722656
2025-10-15 19:50:00,25407.99789428711
2025-10-15 19:55:00,25407.893615722656
2025-10-15 20:00:00,25407.893615722656
2025-10-15 20:05:00,25407.789337158203
2025-10-15 20:10:00,25407.68505859375
2025-10-15 20:15:00,25407.893615722656
2025-10-15 20:20:00,25407.789337158203
2025-10-15 20:25:00,25407.789337158203
2025-10-15 20:30:00,25407.68505859375
2025-10-15 20:35:00,25407.893615722656
2025-10-15 20:40:00,25407.99789428711
2025-10-15 20:45:00,25407.99789428711
2025-10-15 20:50:00,25407.789337158203
2025-10-15 20:55:00,25407.68505859375
2025-10-15 21:00:00,25407.99789428711
2025-10-15 21:05:00,25408.206451416016
2025-10-15 21:10:00,25408.102172851562
2025-10-15 21:15:00,25408.102172851562
2025-10-15 21:20:00,25408.102172851562
2025-10-15 21:25:00,25408.102172851562
2025-10-15 21:30:00,25408.206451416016
2025-10-15 21:35:00,25408.206451416016
2025-10-15 21:40:00,25407.99789428711
2025-10-15 21:45:00,25408.102172851562
2025-10-15 21:50:00,25408.102172851562
2025-10-15 21:55:00,25407.99789428711
2025-10-15 22:00:00,25407.99789428711
2025-10-15 22:05:00,25407.789337158203
2025-10-15 22:10:00,25407.789337158203
2025-10-15 22:15:00,25407.893615722656
2025-10-15 22:20:00,25407.789337158203
2025-10-15 22:25:00,25407.789337158203
2025-10-15 22:30:00,25407.789337158203
2025-10-15 22:35:00,25407.68505859375
2025-10-15 22:40:00,25407.893615722656
2025-10-15 22:45:00,25407.99789428711
2025-10-15 22:50:00,25407.789337158203
2025-10-15 22:55:00,25407.893615722656
2025-10-15 23:00:00,25407.789337158203
2025-10-15 23:05:00,25407.893615722656
2025-10-15 23:10:00,25407.789337158203
2025-10-15 23:15:00,25407.99789428711
2025-10-15 23:20:00,25407.99789428711
2025-10-15 23:25:00,25407.893615722656
2025-10-15 23:30:00,25407.99789428711
2025-10-15 23:35:00,25407.99789428711
2025-10-15 23:40:00,25407.893615722656
2025-10-15 23:45:00,25407.789337158203
2025-10-15 23:50:00,25407.789337158203
2025-10-15 23:55:00,25408.102172851562
