fecha,real,prediccion,residuos,res_smooth,umbral_MW,anomalia
2025-10-18 07:05:00,21652.0,21189.10722541809,462.8927745819092,462.8927745819092,129.912,1
2025-10-18 07:10:00,21723.0,21305.381073236465,417.61892676353455,417.61892676353455,130.338,1
2025-10-18 07:15:00,21857.0,21422.993144273758,434.00685572624207,434.00685572624207,131.142,1
2025-10-18 07:20:00,21778.0,21551.920480966568,226.079519033432,226.079519033432,130.668,1
2025-10-18 07:25:00,21732.0,21674.666462898254,57.333537101745605,57.333537101745605,130.392,0
2025-10-18 07:30:00,22043.0,21781.571152687073,261.42884731292725,261.42884731292725,132.258,1
2025-10-18 07:35:00,22373.0,21903.193505764008,469.80649423599243,469.80649423599243,134.238,1
2025-10-18 07:40:00,22287.0,22040.05804181099,246.94195818901062,246.94195818901062,133.722,1
2025-10-18 07:45:00,22369.0,22171.047159671783,197.95284032821655,197.95284032821655,134.214,1
2025-10-18 07:50:00,22610.0,22296.58007621765,313.41992378234863,313.41992378234863,135.66,1
2025-10-18 07:55:00,22573.0,22418.09592986107,154.90407013893127,154.90407013893127,477.45457674992156,0
2025-10-18 08:00:00,22712.0,22523.52318930626,188.47681069374084,188.47681069374084,481.4737041404347,0
2025-10-18 08:05:00,22816.0,22632.452166080475,183.54783391952515,183.54783391952515,471.5959319120892,0
2025-10-18 08:10:00,22897.0,22738.17818236351,158.82181763648987,158.82181763648987,462.4407206001831,0
2025-10-18 08:15:00,23058.0,22835.642315626144,222.3576843738556,222.3576843738556,458.2292364599975,0
2025-10-18 08:20:00,23061.0,22934.137538909912,126.86246109008789,126.86246109008789,443.6353221067134,0
2025-10-18 08:25:00,23325.0,23025.41553092003,299.5844690799713,299.5844690799713,445.8233308387859,0
2025-10-18 08:30:00,23320.0,23115.857083559036,204.14291644096375,204.14291644096375,433.1478615369116,0
2025-10-18 08:35:00,23390.0,23201.295954942703,188.70404505729675,188.70404505729675,422.7728959092524,0
2025-10-18 08:40:00,23552.0,23278.91888475418,273.0811152458191,273.0811152458191,414.5463277678764,0
2025-10-18 08:45:00,23648.0,23350.855462789536,297.1445372104645,297.1445372104645,403.7864692713097,0
2025-10-18 08:50:00,23598.0,23427.511521339417,170.4884786605835,170.4884786605835,394.92919704513355,0
2025-10-18 08:55:00,23495.0,23497.30654335022,-2.3065433502197266,-2.3065433502197266,390.76930700115446,0
2025-10-18 09:00:00,23800.0,23552.970247268677,247.02975273132324,247.02975273132324,425.12545796692234,0
2025-10-18 09:05:00,23597.0,23625.012526988983,-28.012526988983154,-28.012526988983154,415.8002396644082,0
2025-10-18 09:10:00,23624.0,23693.983075857162,-69.98307585716248,-69.98307585716248,449.13438597132557,0
2025-10-18 09:15:00,23776.0,23758.116077423096,17.883922576904297,17.883922576904297,486.5987068401523,0
2025-10-18 09:20:00,23689.0,23824.218321323395,-135.21832132339478,-135.21832132339478,496.27179072817256,0
2025-10-18 09:25:00,23997.0,23882.039137363434,114.96086263656616,114.96086263656616,538.9360261437263,0
2025-10-18 09:30:00,24083.0,23944.02539753914,138.9746024608612,138.9746024608612,532.0983197114869,0
2025-10-18 09:35:00,24093.0,24004.957432985306,88.04256701469421,88.04256701469421,524.1509328087868,0
2025-10-18 09:40:00,24164.0,24059.287301301956,104.71269869804382,104.71269869804382,519.7265812497617,0
2025-10-18 09:45:00,24128.0,24107.32413005829,20.675869941711426,20.675869941711426,514.0983142242194,0
2025-10-18 09:50:00,24344.0,24160.36483669281,183.63516330718994,183.63516330718994,516.340824588161,0
2025-10-18 09:55:00,24429.0,24222.334344148636,206.66565585136414,206.66565585136414,508.4573146304659,0
2025-10-18 10:00:00,24350.0,24289.923192501068,60.076807498931885,60.076807498931885,501.1151737786179,0
2025-10-18 10:05:00,24369.0,24357.47973203659,11.520267963409424,11.520267963409424,499.2312305347516,0
2025-10-18 10:10:00,24451.0,24422.36421275139,28.63578724861145,28.63578724861145,478.7013666948969,0
2025-10-18 10:15:00,24704.0,24484.14465379715,219.85534620285034,219.85534620285034,460.9946365827103,0
2025-10-18 10:20:00,24696.0,24542.579337358475,153.42066264152527,153.42066264152527,431.68537333592184,0
2025-10-18 10:25:00,24455.0,24589.978765010834,-134.97876501083374,-134.97876501083374,429.33094866404787,0
2025-10-18 10:30:00,24681.0,24611.176141023636,69.82385897636414,69.82385897636414,457.7887436706564,0
2025-10-18 10:35:00,24665.0,24607.85032725334,57.149672746658325,57.149672746658325,454.17399792839507,0
2025-10-18 10:40:00,24540.0,24584.382957696915,-44.38295769691467,-44.38295769691467,410.05336706972105,0
2025-10-18 10:45:00,24338.0,24541.228350162506,-203.2283501625061,-203.2283501625061,415.5152429742034,0
2025-10-18 10:50:00,24415.0,24502.238389015198,-87.23838901519775,-87.23838901519775,453.47362276852044,0
2025-10-18 10:55:00,24574.0,24474.93544435501,99.06455564498901,99.06455564498901,450.1164156926625,0
2025-10-18 11:00:00,24599.0,24465.7302236557,133.26977634429932,133.26977634429932,448.75642389538143,0
2025-10-18 11:05:00,24457.0,24463.86309313774,-6.863093137741089,-6.863093137741089,445.85789787994537,0
2025-10-18 11:10:00,24307.0,24459.887114286423,-152.88711428642273,-152.88711428642273,446.27438495248776,0
2025-10-18 11:15:00,24262.0,24446.803240060806,-184.80324006080627,-184.80324006080627,465.9033670647595,0
2025-10-18 11:20:00,24335.0,24418.79588341713,-83.79588341712952,-83.79588341712952,482.7221469537396,0
2025-10-18 11:25:00,24248.0,24386.611515283585,-138.6115152835846,-138.6115152835846,489.47427333341113,0
2025-10-18 11:30:00,24217.0,24348.513038158417,-131.51303815841675,-131.51303815841675,481.83071840146135,0
2025-10-18 11:35:00,24118.0,24302.35251402855,-184.3525140285492,-184.3525140285492,484.16354578310967,0
2025-10-18 11:40:00,24137.0,24249.44862127304,-112.44862127304077,-112.44862127304077,493.28900800342245,0
2025-10-18 11:45:00,23901.0,24197.675537109375,-296.675537109375,-296.675537109375,477.8650158530385,0
2025-10-18 11:50:00,24109.0,24135.189487457275,-26.18948745727539,-26.18948745727539,482.9326977645251,0
2025-10-18 11:55:00,23916.0,24080.689698696136,-164.68969869613647,-164.68969869613647,472.5436061737043,0
2025-10-18 12:00:00,23875.0,24024.58444094658,-149.58444094657898,-149.58444094657898,482.09686100215424,0
2025-10-18 12:05:00,23568.0,23953.71006512642,-385.71006512641907,-385.71006512641907,464.10859071803947,0
2025-10-18 12:10:00,23665.0,23859.694997787476,-194.6949977874756,-194.6949977874756,511.95707466964814,0
2025-10-18 12:15:00,23497.0,23761.882647275925,-264.8826472759247,-264.8826472759247,520.7819905899147,0
2025-10-18 12:20:00,23455.0,23681.590849637985,-226.59084963798523,-226.59084963798523,537.5652769443831,0
2025-10-18 12:25:00,23491.0,23623.422215223312,-132.42221522331238,-132.42221522331238,545.9785588856398,0
2025-10-18 12:30:00,23626.0,23591.290498495102,34.70950150489807,34.70950150489807,540.1886300599906,0
2025-10-18 12:35:00,23738.0,23568.329300403595,169.67069959640503,169.67069959640503,530.7917211105262,0
2025-10-18 12:40:00,23554.0,23558.8448677063,-4.844867706298828,-4.844867706298828,540.4297520576341,0
2025-10-18 12:45:00,23723.0,23550.538709640503,172.46129035949707,172.46129035949707,533.1951337458584,0
2025-10-18 12:50:00,23580.0,23562.819251060486,17.18074893951416,17.18074893951416,547.7272023356361,0
2025-10-18 12:55:00,23607.0,23581.504915714264,25.495084285736084,25.495084285736084,531.3216073538633,0
2025-10-18 13:00:00,23313.0,23605.7297475338,-292.7297475337982,-292.7297475337982,510.30030581183104,0
2025-10-18 13:05:00,23350.0,23622.910858392715,-272.91085839271545,-272.91085839271545,523.4005845968464,0
2025-10-18 13:10:00,23556.0,23639.19051337242,-83.19051337242126,-83.19051337242126,534.7676103800911,0
2025-10-18 13:15:00,23762.0,23664.84850049019,97.1514995098114,97.1514995098114,531.1162511630589,0
2025-10-18 13:20:00,24030.0,23684.208661556244,345.7913384437561,345.7913384437561,511.2696064634021,0
2025-10-18 13:25:00,23975.0,23707.105640888214,267.8943591117859,267.8943591117859,553.2654456430156,0
2025-10-18 13:30:00,23671.0,23724.939310073853,-53.93931007385254,-53.93931007385254,587.4925760150974,0
2025-10-18 13:35:00,23842.0,23723.264835834503,118.73516416549683,118.73516416549683,581.909116016578,0
2025-10-18 13:40:00,23857.0,23716.217923879623,140.7820761203766,140.7820761203766,587.700603025443,0
2025-10-18 13:45:00,23559.0,23705.225746393204,-146.22574639320374,-146.22574639320374,600.0838459255307,0
2025-10-18 13:50:00,23722.0,23689.426734924316,32.573265075683594,32.573265075683594,596.2373258983407,0
2025-10-18 13:55:00,23735.0,23679.49117541313,55.508824586868286,55.508824586868286,598.4293089076555,0
2025-10-18 14:00:00,23586.0,23675.842672348022,-89.84267234802246,-89.84267234802246,594.9564119663522,0
2025-10-18 14:05:00,23572.0,23675.829110622406,-103.829110622406,-103.829110622406,583.8955025980955,0
2025-10-18 14:10:00,23633.0,23679.277777671814,-46.277777671813965,-46.277777671813965,583.3100172027133,0
2025-10-18 14:15:00,23717.0,23687.06380367279,29.936196327209473,29.936196327209473,581.0799758529066,0
2025-10-18 14:20:00,23679.0,23681.712107419968,-2.7121074199676514,-2.7121074199676514,578.8882729741572,0
2025-10-18 14:25:00,23735.0,23663.353120803833,71.64687919616699,71.64687919616699,579.5493258239896,0
2025-10-18 14:30:00,23164.0,23638.04574418068,-474.0457441806793,-474.0457441806793,581.992436958406,0
2025-10-18 14:35:00,23346.0,23575.33592605591,-229.3359260559082,-229.3359260559082,631.6123685018314,0
2025-10-18 14:40:00,23170.0,23501.242634773254,-331.2426347732544,-331.2426347732544,635.3083794977415,0
2025-10-18 14:45:00,23067.0,23417.29036784172,-350.2903678417206,-350.2903678417206,654.330090309937,0
2025-10-18 14:50:00,22972.0,23319.87170624733,-347.8717062473297,-347.8717062473297,661.7193037366138,0
2025-10-18 14:55:00,22734.0,23217.594755887985,-483.59475588798523,-483.59475588798523,681.149424312939,0
2025-10-18 15:00:00,22872.0,23109.49663424492,-237.49663424491882,-237.49663424491882,720.2576743429952,0
2025-10-18 15:05:00,22736.0,22996.732481241226,-260.7324812412262,-260.7324812412262,724.8459833242109,0
2025-10-18 15:10:00,22645.0,22882.250775575638,-237.25077557563782,-237.25077557563782,710.2527376051682,0
2025-10-18 15:15:00,22645.0,22771.591083288193,-126.59108328819275,-126.59108328819275,713.017722826356,0
2025-10-18 15:20:00,22624.0,22663.826420545578,-39.826420545578,-39.826420545578,705.305877930781,0
2025-10-18 15:25:00,22446.0,22565.718105316162,-119.71810531616211,-119.71810531616211,700.252301761138,0
2025-10-18 15:30:00,22424.0,22474.943492650986,-50.94349265098572,-50.94349265098572,699.9352790802476,0
